currentTime,batteryState,protect,projection,purifier,round,battery,voltage,electricity,duration
2016/05/15 01:22:21,0,20000,false,false,false,97%,26040MV,186MA,00:50:06
2016/05/15 01:22:45,0,20000,false,false,false,97%,26040MV,186MA,00:50:29
2016/05/15 01:22:51,0,20000,false,false,false,97%,26040MV,186MA,00:50:36
2016/05/15 01:23:15,0,20000,false,false,false,97%,26040MV,186MA,00:50:59
2016/05/15 01:23:21,0,20000,false,false,false,97%,26040MV,186MA,00:51:06
2016/05/15 01:23:45,0,20000,false,false,false,97%,26040MV,186MA,00:51:29
2016/05/15 01:23:51,0,20000,false,false,false,97%,26040MV,186MA,00:51:36
2016/05/15 01:24:15,0,20000,false,false,false,97%,26040MV,186MA,00:51:59
2016/05/15 01:24:21,0,20000,false,false,false,97%,26040MV,186MA,00:52:06
2016/05/15 01:24:45,0,20000,false,false,false,97%,26040MV,186MA,00:52:29
2016/05/15 01:24:52,0,20000,false,false,false,97%,26040MV,186MA,00:52:36
2016/05/15 01:25:15,0,20000,false,false,false,97%,26040MV,186MA,00:52:59
2016/05/15 01:25:22,0,20000,false,false,false,97%,26040MV,189MA,00:53:06
2016/05/15 01:25:45,0,20000,false,false,false,97%,26040MV,186MA,00:53:29
2016/05/15 01:25:52,0,20000,false,false,false,97%,26040MV,186MA,00:53:36
2016/05/15 01:26:15,0,20000,false,false,false,97%,26040MV,186MA,00:53:59
2016/05/15 01:26:22,0,20000,false,false,false,97%,26040MV,186MA,00:54:06
2016/05/15 01:26:45,0,20000,false,false,false,97%,26040MV,186MA,00:54:30
2016/05/15 01:26:52,0,20000,false,false,false,97%,26040MV,186MA,00:54:36
2016/05/15 01:27:15,0,20000,false,false,false,97%,26040MV,186MA,00:55:00
2016/05/15 01:27:22,0,20000,false,false,false,97%,26040MV,186MA,00:55:06
2016/05/15 01:27:45,0,20000,false,false,false,97%,26040MV,186MA,00:55:30
2016/05/15 01:27:52,0,20000,false,false,false,96%,26019MV,186MA,00:55:36
2016/05/15 01:28:15,0,20000,false,false,false,97%,26040MV,186MA,00:56:00
2016/05/15 01:28:22,0,20000,false,false,false,97%,26040MV,186MA,00:56:06
2016/05/15 01:28:45,0,20000,false,false,false,97%,26040MV,186MA,00:56:30
2016/05/15 01:28:52,0,20000,false,false,false,97%,26040MV,186MA,00:56:36
2016/05/15 01:29:15,0,20000,false,false,false,96%,26019MV,186MA,00:57:00
2016/05/15 01:29:22,0,20000,false,false,false,96%,26019MV,186MA,00:57:06
2016/05/15 01:29:45,0,20000,false,false,false,97%,26040MV,186MA,00:57:30
2016/05/15 01:29:52,0,20000,false,false,false,96%,26019MV,186MA,00:57:36
